TILEMAP
200 20        -- Size of tile map in tiles
16 16        -- Tile size & block size
textures/green_tile.png  -- Tilesheet
32 32         -- Number of tiles in tilesheet
623	561	553	554	555	556	557	558	553	554	555	556	557	558	553	554	555	556	557	558	553	554	555	556	557	558	553	554	555	556	557	558	553	554	555	556	557	558	451	452	451	452	451	452	451	452	451	452	451	452	451	452	451	452	451	452	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	625	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	882	883	264	823	824	825	631	631	823	824	825	264	521	522	521	522	521	522	521	522	521	522	521	522	521	521	522	521	522
655	593	585	586	587	588	589	590	585	586	587	588	589	590	585	586	587	588	589	590	585	586	587	588	589	590	585	586	587	588	589	590	585	586	587	588	589	590	483	484	483	484	483	484	483	484	483	484	483	484	483	484	483	484	483	484	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	780	657	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	914	915	264	855	264	857	663	663	855	264	857	264	745	746	747	748	745	746	747	748	745	746	747	748	745	745	746	747	748
687	561	561	561	561	561	0	0	0	0	0	0	0	0	24	25	56	57	0	0	0	0	60	61	28	29	0	264	621	264	0	0	0	0	24	25	56	57	0	0	0	0	60	61	28	29	0	0	0	0	0	0	0	0	24	25	56	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	721	264	887	888	889	695	695	887	888	889	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
623	593	593	593	593	593	28	29	0	0	0	0	24	25	56	57	0	0	0	0	0	0	0	0	60	61	28	264	653	264	0	0	24	25	56	57	0	0	0	0	0	0	0	0	60	61	28	29	0	0	0	0	24	25	56	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	488	488	488	488	488	488	488	488	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	284	285	286	284	285	286	284	285	286	284	285	286	284	285	286	284	285	286	284	285	286	284	285	286	284	285	286	789	626	789	789	629	626	789	789	629	626	789	789	629	626	789	789	629	626	789	789	629	264	264	264	264	727	727	264	264	264	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655	561	561	561	561	561	60	61	28	29	24	25	56	57	0	0	0	0	0	0	0	0	0	0	0	0	60	264	685	264	24	25	56	57	0	0	0	0	0	0	0	0	0	0	0	0	60	61	28	29	24	25	56	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	488	488	488	488	488	488	488	488	488	0	0	0	0	0	0	0	0	0	0	0	0	24	25	26	27	0	0	0	0	30	31	62	316	520	318	316	520	318	316	520	318	316	520	318	316	520	318	316	520	318	316	520	318	316	520	318	316	520	318	789	658	659	660	661	658	659	660	661	658	659	660	661	658	659	660	661	658	659	660	661	0	0	0	396	631	631	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
687	593	593	593	593	593	0	0	60	61	56	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	717	264	56	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	61	56	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	488	488	488	488	488	488	488	488	488	0	0	24	25	28	29	0	0	0	0	24	25	56	57	58	59	26	27	30	31	62	63	0	348	349	350	348	349	350	348	349	350	348	349	350	348	349	350	348	349	350	348	349	350	348	349	350	348	349	350	789	690	691	692	693	690	691	692	693	690	691	692	693	690	691	692	693	690	691	692	693	0	0	0	396	663	663	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	685	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	488	488	488	488	488	488	488	488	0	0	488	488	488	488	488	488	488	488	488	488	24	25	56	57	60	61	28	29	24	25	56	57	0	0	0	0	58	59	62	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	722	789	789	725	722	789	789	725	722	789	789	725	722	789	789	725	722	789	789	725	0	0	0	396	695	695	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	717	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	488	488	488	488	488	488	488	488	488	488	56	57	0	0	0	0	60	61	56	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	727	727	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	626	789	789	629	626	789	789	629	626	789	789	629	626	789	789	629	626	789	789	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	428	428	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
623	751	751	752	751	752	751	752	751	752	751	752	751	752	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	658	659	660	661	658	659	660	661	658	659	660	661	658	659	660	661	658	659	660	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
